id,trail,section,difficulty,type,skill,question,correct,options,learningObjective,verseRef
"genesis-1-11-cam-gen-boss-01-02","genesis-1-11","gen-boss-01","caminhada","tap","understand","Em Gênesis 1:1–2:3, qual trecho fala da muito bom?","E viu Deus tudo quanto fizera, e eis que era muito bom.","a:E viu Deus tudo quanto fizera, e eis que era muito bom. | b:No princípio, Deus criou | c:E abençoou Deus o dia sétimo e o santificou.","Revise o fio da Criação: Deus fala, ordena, abençoa e descansa","Gênesis 1:1–2:3"
"genesis-1-11-cam-gen-boss-01-03","genesis-1-11","gen-boss-01","caminhada","choice","understand","Qual tema une Gênesis 1:1–2:3 como um bloco?","Deus traz ordem boa ao caos e institui ritmo de descanso","a:Deus traz ordem boa ao caos e institui ritmo de descanso | b:Humanos criam a si mesmos sem Deus | c:Criação é má e deve ser abandonada | d:Shabat cancela valor do trabalho","Sintetizar teologia do módulo criação.","Gênesis 1–2"
"genesis-1-11-cam-gen-boss-01-04","genesis-1-11","gen-boss-01","caminhada","order","understand","Como se encadeiam os eventos de Gênesis 1:1–2:3?","a → b → c","a:No princípio, Deus criou… E viu Deus tudo | b:quanto fizera, e eis que era muito bom. | c:E abençoou Deus o dia sétimo e o santificou.","Ordenar o fluxo de Gênesis 1:1–2:3.","Gênesis 1:1–2:3"
"genesis-1-11-cam-gen-boss-01-05","genesis-1-11","gen-boss-01","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Gênesis 1:1–2:3 sobre Muito bom?","muito","a:muito | b:princípio | c:criou","Completar com precisão o texto de Gênesis 1:1–2:3.","Gênesis 1:1–2:3"
"genesis-1-11-cam-gen-boss-01-06","genesis-1-11","gen-boss-01","caminhada","connect","understand","O que relaciona o trecho de Gênesis 1:1–2:3 ao insight da missão?","Muito bom","a:Muito bom | b:princípio | c:criou","Conectar Gênesis 1:1–2:3 ao restante da leitura.","Gênesis 1:1–2:3"
"genesis-1-11-cam-gen-boss-01-07","genesis-1-11","gen-boss-01","caminhada","tap","understand","Revisão: em Gênesis 1:1–2:3, qual trecho fala da muito bom?","E viu Deus tudo quanto fizera, e eis que era muito bom.","a:E viu Deus tudo quanto fizera, e eis que era muito bom. | b:No princípio, Deus criou | c:E abençoou Deus o dia sétimo e o santificou.","Revise o fio da Criação: Deus fala, ordena, abençoa e descansa","Gênesis 1:1–2:3"
"genesis-1-11-cam-gen-boss-01-08","genesis-1-11","gen-boss-01","caminhada","order","understand","Revisão: como se encadeiam os eventos de Gênesis 1:1–2:3?","a → b → c","a:No princípio, Deus criou… E viu Deus tudo | b:quanto fizera, e eis que era muito bom. | c:E abençoou Deus o dia sétimo e o santificou.","Ordenar o fluxo de Gênesis 1:1–2:3.","Gênesis 1:1–2:3"
"genesis-1-11-pro-gen-boss-01-01","genesis-1-11","gen-boss-01","profundezas","true_false","interpret","Gênesis 1:1–2:3 sustenta que Deus é soberano.","true","true:Verdadeiro | false:Falso","Revise o fio da Criação: Deus fala, ordena, abençoa e descansa","Gênesis 1:1–2:3"
"genesis-1-11-pro-gen-boss-01-02","genesis-1-11","gen-boss-01","profundezas","tap","interpret","Em Gênesis 1:1–2:3, qual trecho sustenta a ideia de muito bom?","E viu Deus tudo quanto fizera, e eis que era muito bom.","a:E viu Deus tudo quanto fizera, e eis que era muito bom. | b:No princípio, Deus criou | c:E abençoou Deus o dia sétimo e o santificou.","Revise o fio da Criação: Deus fala, ordena, abençoa e descansa","Gênesis 1:1–2:3"
"genesis-1-11-pro-gen-boss-01-03","genesis-1-11","gen-boss-01","profundezas","choice","interpret","O que o módulo criação ensina sobre identidade humana?","Somos criados bons, com dignidade, vocação e limite rítmico","a:Somos criados bons, com dignidade, vocação e limite rítmico | b:Valor humano depende de produtividade infinita | c:Corpo e matéria são malditos por natureza | d:Humanos existem à margem do plano de Deus","Sintetizar antropologia de Gênesis 1–2.","Gênesis 1–2"
"genesis-1-11-pro-gen-boss-01-04","genesis-1-11","gen-boss-01","profundezas","order","interpret","Qual sequência revela o sentido de Gênesis 1:1–2:3?","a → b → c","a:No princípio, Deus criou… E viu Deus tudo | b:quanto fizera, e eis que era muito bom. | c:E abençoou Deus o dia sétimo e o santificou.","Ordenar o fluxo de Gênesis 1:1–2:3.","Gênesis 1:1–2:3"
"genesis-1-11-pro-gen-boss-01-05","genesis-1-11","gen-boss-01","profundezas","complete","interpret","Qual palavra completa Gênesis 1:1–2:3 (Muito bom) com fidelidade ao tema?","muito","a:muito | b:princípio | c:criou","Completar com precisão o texto de Gênesis 1:1–2:3.","Gênesis 1:1–2:3"
"genesis-1-11-pro-gen-boss-01-06","genesis-1-11","gen-boss-01","profundezas","connect","interpret","Qual elo de sentido une o trecho de Gênesis 1:1–2:3 ao insight?","Muito bom","a:Muito bom | b:princípio | c:criou","Conectar Gênesis 1:1–2:3 ao restante da leitura.","Gênesis 1:1–2:3"
"genesis-1-11-pro-gen-boss-01-07","genesis-1-11","gen-boss-01","profundezas","tap","interpret","Revisão: em Gênesis 1:1–2:3, qual trecho sustenta a ideia de muito bom?","E viu Deus tudo quanto fizera, e eis que era muito bom.","a:E viu Deus tudo quanto fizera, e eis que era muito bom. | b:No princípio, Deus criou | c:E abençoou Deus o dia sétimo e o santificou.","Revise o fio da Criação: Deus fala, ordena, abençoa e descansa","Gênesis 1:1–2:3"
"genesis-1-11-pro-gen-boss-01-08","genesis-1-11","gen-boss-01","profundezas","order","interpret","Revisão: qual sequência revela o sentido de Gênesis 1:1–2:3?","a → b → c","a:No princípio, Deus criou… E viu Deus tudo | b:quanto fizera, e eis que era muito bom. | c:E abençoou Deus o dia sétimo e o santificou.","Ordenar o fluxo de Gênesis 1:1–2:3.","Gênesis 1:1–2:3"
"genesis-1-11-sem-gen-05-eden-01","genesis-1-11","gen-05-eden","semente","true_false","observe","O trecho afirma: E plantou o Senhor Deus um jardim no Éden… Tomou, pois, o Senhor Deus ao homem e o pôs no jardim do Éden para o cultivar…","true","true:Verdadeiro | false:Falso","O Éden é lugar de comunhão, trabalho e beleza","Gênesis 2:8–15"
"genesis-1-11-sem-gen-05-eden-02","genesis-1-11","gen-05-eden","semente","tap","observe","Em Gênesis 2:8–15, toque o trecho que menciona cultivar e guardar?","cultivar e o guardar","a:cultivar e o guardar | b:E plantou o Senhor Deus um jardim no Éden | c:Tomou, pois, o Senhor Deus ao homem e","O Éden é lugar de comunhão, trabalho e beleza","Gênesis 2:8–15"
"genesis-1-11-sem-gen-05-eden-03","genesis-1-11","gen-05-eden","semente","choice","observe","Onde Deus plantou o jardim, segundo Gênesis 2:8?","No Éden, ao oriente","a:No Éden, ao oriente | b:No monte Sinai | c:Em Babilônia | d:No deserto do Sinai","Localizar o jardim do Éden no relato.","Gênesis 2:8"
"genesis-1-11-sem-gen-05-eden-04","genesis-1-11","gen-05-eden","semente","order","observe","Qual a ordem dos fatos em Gênesis 2:8–15?","a → b → c","a:E plantou o Senhor Deus um jardim no Éden | b:Tomou, pois, o Senhor Deus ao homem e o | c:pôs no jardim do Éden para o cultivar e o guardar.","Ordenar o fluxo de Gênesis 2:8–15.","Gênesis 2:8–15"
"genesis-1-11-sem-gen-05-eden-05","genesis-1-11","gen-05-eden","semente","complete","observe","Qual palavra o texto usa em Gênesis 2:8–15 ao falar de Cultivar e guardar?","cultivar","a:cultivar | b:plantou | c:jardim","Completar com precisão o texto de Gênesis 2:8–15.","Gênesis 2:8–15"
"genesis-1-11-sem-gen-05-eden-06","genesis-1-11","gen-05-eden","semente","connect","observe","Qual ideia une o trecho de Gênesis 2:8–15 ao insight da missão?","Cultivar e guardar","a:Cultivar e guardar | b:plantou | c:jardim","Conectar Gênesis 2:8–15 ao restante da leitura.","Gênesis 2:8–15"
"genesis-1-11-cam-gen-05-eden-01","genesis-1-11","gen-05-eden","caminhada","true_false","understand","Em Gênesis 2:8–15, o relato comunica que o Éden é lugar de comunhão, trabalho e beleza.","true","true:Verdadeiro | false:Falso","O Éden é lugar de comunhão, trabalho e beleza","Gênesis 2:8–15"
"genesis-1-11-cam-gen-05-eden-02","genesis-1-11","gen-05-eden","caminhada","tap","understand","Em Gênesis 2:8–15, qual trecho fala da cultivar e guardar?","cultivar e o guardar","a:cultivar e o guardar | b:E plantou o Senhor Deus um jardim no Éden | c:Tomou, pois, o Senhor Deus ao homem e","O Éden é lugar de comunhão, trabalho e beleza","Gênesis 2:8–15"
"genesis-1-11-cam-gen-05-eden-03","genesis-1-11","gen-05-eden","caminhada","choice","understand","Por que o Éden é descrito como fonte de rios?","Para mostrar vida, fertilidade e provisão vinda de Deus","a:Para mostrar vida, fertilidade e provisão vinda de Deus | b:Para provar que o jardim era deserto seco | c:Para indicar que humanos deviam viver sem água | d:Para sugerir que Deus abandonou logo o jardim","Compreender rios como sinal de provisão divina.","Gênesis 2:10–14"
"genesis-1-11-cam-gen-05-eden-04","genesis-1-11","gen-05-eden","caminhada","order","understand","Como se encadeiam os eventos de Gênesis 2:8–15?","a → b → c","a:E plantou o Senhor Deus um jardim no Éden | b:Tomou, pois, o Senhor Deus ao homem e o | c:pôs no jardim do Éden para o cultivar e o guardar.","Ordenar o fluxo de Gênesis 2:8–15.","Gênesis 2:8–15"
"genesis-1-11-cam-gen-05-eden-05","genesis-1-11","gen-05-eden","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Gênesis 2:8–15 sobre Cultivar e guardar?","cultivar","a:cultivar | b:plantou | c:jardim","Completar com precisão o texto de Gênesis 2:8–15.","Gênesis 2:8–15"
"genesis-1-11-cam-gen-05-eden-06","genesis-1-11","gen-05-eden","caminhada","connect","understand","O que relaciona o trecho de Gênesis 2:8–15 ao insight da missão?","Cultivar e guardar","a:Cultivar e guardar | b:plantou | c:jardim","Conectar Gênesis 2:8–15 ao restante da leitura.","Gênesis 2:8–15"
"genesis-1-11-pro-gen-05-eden-01","genesis-1-11","gen-05-eden","profundezas","true_false","interpret","Gênesis 2:8–15 sustenta que trabalho pode ser culto.","true","true:Verdadeiro | false:Falso","O Éden é lugar de comunhão, trabalho e beleza","Gênesis 2:8–15"
"genesis-1-11-pro-gen-05-eden-02","genesis-1-11","gen-05-eden","profundezas","tap","interpret","Em Gênesis 2:8–15, qual trecho sustenta a ideia de cultivar e guardar?","cultivar e o guardar","a:cultivar e o guardar | b:E plantou o Senhor Deus um jardim no Éden | c:Tomou, pois, o Senhor Deus ao homem e","O Éden é lugar de comunhão, trabalho e beleza","Gênesis 2:8–15"
"genesis-1-11-pro-gen-05-eden-03","genesis-1-11","gen-05-eden","profundezas","choice","interpret","Como o jardim do Éden antecipa comunhão e responsabilidade?","Deus está próximo, provê e confia missão ao humano","a:Deus está próximo, provê e confia missão ao humano | b:Humanos vivem autônomos sem orientação divina | c:O jardim elimina qualquer escolha moral | d:Responsabilidade humana contradiz a bondade de Deus","Interpretar Éden como comunhão com responsabilidade.","Gênesis 2:8–17"
"genesis-1-11-pro-gen-05-eden-04","genesis-1-11","gen-05-eden","profundezas","order","interpret","Qual sequência revela o sentido de Gênesis 2:8–15?","a → b → c","a:E plantou o Senhor Deus um jardim no Éden | b:Tomou, pois, o Senhor Deus ao homem e o | c:pôs no jardim do Éden para o cultivar e o guardar.","Ordenar o fluxo de Gênesis 2:8–15.","Gênesis 2:8–15"
"genesis-1-11-pro-gen-05-eden-05","genesis-1-11","gen-05-eden","profundezas","complete","interpret","Qual palavra completa Gênesis 2:8–15 (Cultivar e guardar) com fidelidade ao tema?","cultivar","a:cultivar | b:plantou | c:jardim","Completar com precisão o texto de Gênesis 2:8–15.","Gênesis 2:8–15"
"genesis-1-11-pro-gen-05-eden-06","genesis-1-11","gen-05-eden","profundezas","connect","interpret","Qual elo de sentido une o trecho de Gênesis 2:8–15 ao insight?","Cultivar e guardar","a:Cultivar e guardar | b:plantou | c:jardim","Conectar Gênesis 2:8–15 ao restante da leitura.","Gênesis 2:8–15"
"genesis-1-11-sem-gen-06-queda-01","genesis-1-11","gen-06-queda","semente","true_false","observe","O trecho afirma: A serpente era mais astuta.","true","true:Verdadeiro | false:Falso","A tentação começa distorcendo a palavra de Deus","Gênesis 3:1–6"
"genesis-1-11-sem-gen-06-queda-02","genesis-1-11","gen-06-queda","semente","tap","observe","Em Gênesis 3:1–6, toque o trecho que menciona serpente?","Disse a mulher","a:Disse a mulher | b:vendo a mulher que a árvore era boa | c:tomou do seu fruto","A tentação começa distorcendo a palavra de Deus","Gênesis 3:1–6"
"genesis-1-11-sem-gen-06-queda-03","genesis-1-11","gen-06-queda","semente","choice","observe","Quem abordou a mulher no jardim?","A serpente","a:A serpente | b:Um anjo com espada | c:Caim | d:Noé","Identificar o agente tentador no relato.","Gênesis 3:1"
"genesis-1-11-sem-gen-06-queda-04","genesis-1-11","gen-06-queda","semente","order","observe","Qual a ordem dos fatos em Gênesis 3:1–6?","a → b → c","a:A serpente era mais astuta. Disse a mulher. Então, | b:vendo a mulher que a árvore era boa, tomou | c:do seu fruto, comeu e deu também ao marido.","Ordenar o fluxo de Gênesis 3:1–6.","Gênesis 3:1–6"
"genesis-1-11-sem-gen-06-queda-05","genesis-1-11","gen-06-queda","semente","complete","observe","Qual palavra o texto usa em Gênesis 3:1–6 ao falar de Certamente não morrereis?","serpente","a:serpente | b:mais | c:astuta","Completar com precisão o texto de Gênesis 3:1–6.","Gênesis 3:1–6"
"genesis-1-11-sem-gen-06-queda-06","genesis-1-11","gen-06-queda","semente","connect","observe","Qual ideia une o trecho de Gênesis 3:1–6 ao insight da missão?","Certamente não morrereis","a:Certamente não morrereis | b:serpente | c:mais","Conectar Gênesis 3:1–6 ao restante da leitura.","Gênesis 3:1–6"
"genesis-1-11-cam-gen-06-queda-01","genesis-1-11","gen-06-queda","caminhada","true_false","understand","Em Gênesis 3:1–6, o relato comunica que a tentação começa distorcendo a palavra de Deus.","true","true:Verdadeiro | false:Falso","A tentação começa distorcendo a palavra de Deus","Gênesis 3:1–6"
"genesis-1-11-cam-gen-06-queda-02","genesis-1-11","gen-06-queda","caminhada","tap","understand","Em Gênesis 3:1–6, qual trecho fala da serpente?","Disse a mulher","a:Disse a mulher | b:vendo a mulher que a árvore era boa | c:tomou do seu fruto","A tentação começa distorcendo a palavra de Deus","Gênesis 3:1–6"
"genesis-1-11-cam-gen-06-queda-03","genesis-1-11","gen-06-queda","caminhada","choice","understand","Como a serpente distorce a palavra de Deus?","Exagera a proibição e insinua que Deus retém o bem","a:Exagera a proibição e insinua que Deus retém o bem | b:Cita fielmente sem alterar sentido | c:Afirma que Deus nunca deu comando algum | d:Propõe obedecer imediatamente a Deus","Compreender distorção da palavra como tática de tentação.","Gênesis 3:1–5"
"genesis-1-11-cam-gen-06-queda-04","genesis-1-11","gen-06-queda","caminhada","order","understand","Como se encadeiam os eventos de Gênesis 3:1–6?","a → b → c","a:A serpente era mais astuta. Disse a mulher. Então, | b:vendo a mulher que a árvore era boa, tomou | c:do seu fruto, comeu e deu também ao marido.","Ordenar o fluxo de Gênesis 3:1–6.","Gênesis 3:1–6"
"genesis-1-11-cam-gen-06-queda-05","genesis-1-11","gen-06-queda","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Gênesis 3:1–6 sobre Certamente não morrereis?","serpente","a:serpente | b:mais | c:astuta","Completar com precisão o texto de Gênesis 3:1–6.","Gênesis 3:1–6"
"genesis-1-11-cam-gen-06-queda-06","genesis-1-11","gen-06-queda","caminhada","connect","understand","O que relaciona o trecho de Gênesis 3:1–6 ao insight da missão?","Certamente não morrereis","a:Certamente não morrereis | b:serpente | c:mais","Conectar Gênesis 3:1–6 ao restante da leitura.","Gênesis 3:1–6"
